,height,weight,arm_length
0,171.02666652244966,46.06899991275413,64.73079850227501
1,176.62054017148384,58.07531629817469,67.08959878154918
2,171.4963597496707,54.795166891229755,67.02932309796147
3,177.6926761796065,74.94437339281887,68.61226883211202
4,157.14799839090267,51.50961729089816,56.162113121343246
5,157.63871737691227,63.700538176486404,56.32234189362327
6,161.52942442042382,56.375500703368274,58.14470885281147
7,169.71682742835083,56.37815133111425,62.813300180269835
8,178.4347645046252,67.13746313685311,68.63645080136226
9,170.16758652915553,52.73250497203133,64.29585608464677
10,159.08576171509844,38.26334336373066,57.83323865936978
11,172.39285576306509,52.41987267548281,65.85910218863441
12,162.2567099680072,43.69467583329869,59.40197879274282
13,167.26002667514555,52.18612414958943,61.78755592939745
14,187.51951977615437,56.70843732102007,74.83424493434762
15,155.4036898433546,56.116635202488425,54.3113633694736
16,172.0992651885954,71.01631411537433,64.309329421418
17,157.853687280989,56.61475690235589,55.2856057060381
18,157.88942616441926,52.09131827951355,56.474127197013914
19,166.85461421285694,58.22479115600244,62.40281049289849
20,173.94073267736144,56.02498749122059,66.78392870045447
21,171.45624385018604,58.593298705941706,64.91185117002286
22,183.08685618157568,60.30124950649872,69.93454840918128
23,172.06751567038245,65.91382844948191,65.74684826402046
24,174.43431834639816,58.84511007896755,67.74909605378336
25,168.89126345947807,60.8873713171127,62.18226587112586
26,160.81434375576288,53.344861013754,58.80206873125232
27,181.85992756237252,36.51443349476027,71.4154447723301
28,168.64750092143305,44.96991276959564,63.386136867331416
29,186.00340077157446,65.28480512387722,74.05787073237829
30,162.869571949791,64.2072994870347,59.58965407317202
31,160.17827029387288,56.35865790532093,56.48331946306428
32,170.27946557648474,49.8874927180256,64.40196719711197
33,165.49053181145112,69.1533131261054,60.49261023232225
34,168.53249681203224,44.91483721013208,62.92985528785847
35,179.16027882411012,59.775003165039756,68.86432424625299
36,175.8806870210926,62.49292725725737,67.40735505396935
37,170.34315561382115,60.04257719013393,63.343731404006306
38,176.2857069167869,60.94838409609474,66.96476550601092
39,155.6853703741703,39.75007197232472,53.954800211535044
40,171.0780401450527,48.87054042343351,65.42381606840387
41,166.204089759145,63.24729639398672,60.411352530521285
42,169.98252106072087,60.442121948235005,62.24313661106666
43,169.9192614534097,69.53551142756677,62.78741544631358
44,177.19311874777043,56.75706889134087,66.83974997432922
45,179.76188211303233,62.34465931558149,69.07403248943616
46,164.49927065996437,40.28647471332165,59.23713274179375
47,164.69212004285072,53.722814538246936,59.9628836744226
48,172.0654760988503,67.65830264290217,64.98230004901002
49,174.63883243108847,53.59396218788248,65.89557104892909
50,169.21280197514616,60.83241878045964,64.31039467717792
51,176.81372543729086,63.619782069860904,68.18721670836342
52,162.27524616842913,58.05884896617733,57.7273218770658
53,169.27556838209443,60.21609541325978,63.34920522821599
54,166.01598304569012,64.25387124104289,60.91265299880809
55,170.07377016533835,73.94887993184358,62.22952901118191
56,168.03610902581337,49.659986357881486,61.55002501310854
57,170.0663264487889,52.1732105725748,64.41850561034491
58,164.76179500682804,48.64263256876456,59.777880536431994
59,172.78291860213844,46.76201884623563,66.67696817834944
60,172.54784102088183,59.659221205963064,64.79356188367656
61,173.15248111777112,47.813795734116425,66.74026978866029
62,175.88759077652463,74.89538877838783,66.38441425436825
63,168.15180281038346,59.23537453062745,63.118691136184985
64,180.93801462376825,61.07461929403838,69.98561853548769
65,181.96020064027692,54.228802803161805,70.96939204350657
66,174.83445248954828,62.098674014393886,65.62611150280685
67,174.4124747372025,73.17993851990927,66.24852454273181
68,169.91339323646335,40.87248233201624,63.90100877980941
69,173.29584195782914,66.42919357212517,65.27921434668413
70,175.2500816227038,52.32160589851463,67.21453181145705
71,177.25348356210404,72.49462872355043,67.6708315333583
72,164.77593903303816,60.56746949285906,60.44809216412048
73,168.60750925610648,69.03112466773177,61.91530466827996
74,175.45769403034691,65.24663239053172,66.16227085743616
75,167.61263606201092,63.35262506817562,62.60011905790673
76,168.62706692415676,42.604825252303094,62.98663940606365
77,177.82549295896632,62.12538957317295,68.79801999644951
78,167.9891798269376,58.309527584021666,62.11951514490426
79,164.61990119135842,53.18883003402436,60.563188808526064
80,168.45779007366804,44.8883810934084,60.963403844109436
81,170.62759162506083,54.7780718609999,63.62805230044505
82,162.97131835945282,58.70219586746568,58.808596934699096
83,179.8362097157691,57.08630581959605,69.24028754765004
84,176.2062076745177,45.87048112456674,65.63479194272095
85,177.86569190610217,51.459630289856605,67.69693922266038
86,169.51002552715124,59.98994793237539,64.55397635571529
87,167.7281334414376,55.64317851910793,61.182505584239586
88,187.51834744919225,60.209372045430754,74.95509061127059
89,169.36694790102203,73.54556995439907,64.07096334256016
90,160.0639111498875,43.37792880018126,58.32380559080808
91,167.91942918526124,47.27764263790364,61.47005767864875
92,173.9134791806701,57.77404756556384,65.04716114905644
93,160.91420160651631,68.94004638800612,57.68837024002367
94,174.27074339807197,57.58335266788442,65.02752623679038
95,165.60167670390607,43.69176384482331,59.569791030545765
96,180.02539361320942,37.98519497175318,69.41081155629722
97,172.54580398897735,53.07040272401199,65.06557343507635
98,165.41385572899472,42.85473882250057,59.59401781424111
99,179.4007269289271,59.29047568810925,69.74199568357409
100,170.74866454138424,68.8566155549665,64.20713013100632
101,166.38382024606295,47.178518231508455,60.39604929311075
102,182.53803916181636,48.37659632936934,71.36223927679293
103,181.88228034913791,69.83152315754859,70.64627466007919
104,173.30053278132038,60.79405146615573,65.82154004994477
105,177.17303188267977,64.38166391804965,68.78015231931295
106,171.390143602276,48.565637961165265,65.32935174565424
107,159.04590086679661,46.447091650408616,57.22985678064204
108,176.5102729183453,59.70142229160595,66.63305524487487
109,174.8097881769795,67.63832219016747,65.8713211414309
110,187.77518473810696,65.39146003193181,75.356305309983
111,170.13944632700662,70.38906262811985,62.350125997631515
112,164.8189518432584,59.985094962819076,59.8884357738001
113,159.81162350522365,47.64063572338435,57.269308515372664
114,177.34102938947208,52.82917124222877,68.3218390641869
115,167.17417844417923,63.58004938674853,61.99439435715979
116,170.6909608305315,57.724390102502355,64.80961800925839
117,174.94056005143634,46.66768777786293,66.48392338739048
118,160.50682084053264,65.88814286729551,58.37543039327888
119,168.88664981543803,71.84108726902016,63.31256066316726
120,167.55710888170742,65.43070157025102,62.46224088287015
121,173.71453285323744,52.363525893350214,66.09761105325309
122,172.18975883490378,49.83867147333261,65.38049253836756
123,181.07290942877634,67.56941506003218,70.42194948048359
124,168.4774050224142,70.6471875890251,63.18065569497464
125,172.4053902836042,51.55682560649168,65.59933572772621
126,169.3799377791543,63.79877417848517,62.95913459154461
127,175.07938664656407,61.19187107522145,65.16905997465761
128,180.82665822274402,50.79617835180193,70.25267040292029
129,171.2542494347246,65.79947411368356,63.50415844713124
130,172.65960205684814,35.268454824218324,63.190129841068796
131,177.49007730239154,53.968006690201186,67.64102014265018
132,169.3860197098985,54.21720796244641,62.71074054228271
133,176.0131704897497,60.37978852796494,67.21707980936363
134,177.7270129218573,50.27129591613532,67.79696419978096
135,167.90916654460688,74.92921942280401,61.27801285744754
136,162.56261932969693,57.52233857438483,59.58672880607939
137,178.06516657127165,57.837511780559446,70.47108586580664
138,167.01607415034738,67.0924026373605,60.5566807356277
139,165.32303324049457,53.26049739342602,61.40731052533403
140,180.12496254279444,69.07457641681393,68.73880714936726
141,179.4582487823559,45.57716392703976,69.0172646219035
142,171.32367361073406,63.210931758962225,65.5156594933668
143,167.25454345340736,54.97229007075667,62.55093096464049
144,170.19960375749974,57.500686353437864,63.41201050411678
145,178.47378165969224,53.836570782630126,68.81709065693397
146,173.5881850543127,60.24357371500065,64.72959090468362
147,175.4923190002076,58.498702400933645,67.62626714812853
148,178.19908016923964,39.99261719899962,68.36612990821297
149,174.76573344540273,58.973349864186844,66.9732578711865
