,0,1,2,3,4,5,6,7,target
0,0.44047580332574543,-0.5394374056489468,-0.7419945261815818,0.2227952409791829,-0.17434083415587368,0.2864364709333638,-0.9303695125007115,0.27015906093871384,-8.406421029805163
1,-1.1949870746668414,-0.1622770580216719,-1.5116404271791253,0.7265505231978745,1.9054235403198159,-0.0840781083870013,-0.0754077647987051,-1.0975967405849603,-17.903971202749375
2,-0.7544770348368993,-1.3110198913685402,0.4940982079060777,-1.3565106674320118,-0.8937444532984669,-1.901494593667874,-0.35479054105512453,-1.2925598563542673,-212.76763055692064
3,-1.5510007772919323,0.2732584164569385,0.11134730262891843,-0.16141539224352552,-0.4916767637815646,-1.1816056030599917,-0.6694663689781933,-3.642809198180809,-200.49642111137575
4,1.2707080874284198,-0.7863685258290642,-0.5772323335173261,1.1971734264676417,0.013120716741005834,0.6122295386588981,0.011463584526326578,2.3594975176011546,165.43421057674277
5,-0.3519142134573624,-2.3347297302520764,0.1413963544270566,0.049517457969655634,0.3161362816008277,-0.17521602928490326,-0.7184133358408303,-1.27402327019104,4.50994394525274
6,0.3028441394495394,1.7239973735674463,-0.13153437634713952,-0.34857018663397327,-0.07124575893399898,-0.9854584343628254,0.5430022481434374,1.7128296097462408,-14.960565399875522
7,0.3328051702115972,-1.724523604294494,0.3425074453994642,0.08887770228215087,1.4718652967423684,-2.4804544613367776,0.5993106262902902,0.32399340004970417,169.63141704845063
8,0.29851595334744985,-1.2919841425500396,-0.7635232598036239,-0.3500966802217997,-1.0289998276696075,1.8190401585697762,-1.3182841880183307,-1.5992701927197215,-123.15378431462014
9,-2.1006607327768236,-0.0892830165848747,-0.3172006437954672,-0.02106493353416108,-0.010822480188676497,2.34025890983271,-0.8536273969387449,-0.9123059909701156,-213.9000937914595
10,0.19690123386162608,0.3694188842452776,-0.24500469710919512,1.3735546926505164,0.08960009950999173,2.6435161474945215,-0.9205227252827867,-0.09205216726615639,115.55097868789713
11,-1.4116206391580761,-0.5004538345256685,-0.5913169567896199,-2.32305609210577,-0.7867479071740279,-0.3739997340128595,-0.4590359039126056,-0.0773788942260805,-399.5093602627839
12,1.0055100073382799,-0.10149065595096002,-1.0163132183938757,-0.09587995761653718,0.1367620061721031,0.02670828305199506,0.3596567875445017,-1.432118836703491,29.827218842976155
13,-2.640988742662982,-0.1623882849229708,1.1533259670266058,0.5708560878168647,0.5093263000886311,-0.9060418441922388,1.3411922839154473,-0.036431400260328914,-98.47061503004693
14,-1.569603237083277,-1.2456288109780425,-0.25780105792767194,-0.40062247242082194,0.2736501785964385,0.2746159710807218,1.2551036920350906,-0.1335675809695691,-172.21475889301706
